Number,City,Gender,Age,Income,Illness
120544,Boston,Male,50,103274,No
120545,Boston,Female,41,75610,No
120546,Boston,Female,32,95371,No
120547,Boston,Male,64,103290,No
120548,Boston,Female,49,81570,Yes
120549,Boston,Male,53,92176,No
120550,Boston,Male,31,118496,No
120551,Boston,Male,32,82722,No
120552,Boston,Female,60,95198,No
120553,Boston,Female,56,107685,No
120554,Boston,Male,36,91436,No
120555,Boston,Male,37,87248,No
120556,Boston,Male,62,99647,No
120557,Boston,Female,58,106026,No
120558,Boston,Female,42,80014,No
120559,Boston,Female,31,90631,No
120560,Boston,Male,48,89095,No
120561,Boston,Male,42,69894,No
120562,Boston,Female,36,59356,Yes
120563,Boston,Male,47,96871,No
120564,Boston,Female,30,93515,No
120565,Boston,Male,53,94256,No
120566,Boston,Female,39,89206,No
120567,Boston,Female,29,105043,No
120568,Boston,Male,55,104840,No
120569,Boston,Female,34,107192,Yes
120570,Boston,Female,43,90941,No
120571,Boston,Female,29,79422,No
120572,Boston,Male,47,122936,No
120573,Boston,Female,46,87907,No
120574,Boston,Male,34,95350,No
120575,Boston,Female,33,79489,No
120576,Boston,Female,58,83520,Yes
120577,Boston,Female,37,81006,No
120578,Boston,Male,49,99449,Yes
120579,Boston,Female,30,91029,No
120580,Boston,Male,40,98626,No
120581,Boston,Female,26,98926,No
120582,Boston,Female,38,101186,Yes
120583,Boston,Male,42,101024,No
120584,Boston,Male,48,99593,No
120585,Boston,Female,64,81972,No
120586,Boston,Female,55,71816,No
120587,Boston,Male,46,94368,No
120588,Boston,Female,39,79051,No
120589,Boston,Male,56,104409,No
120590,Boston,Female,29,99110,No
120591,Boston,Female,32,85749,No
120592,Boston,Female,55,74385,No
120593,Boston,Female,52,87946,No
120594,Boston,Male,48,93184,Yes
120595,Boston,Female,61,78441,No
120596,Boston,Male,46,101641,No
120597,Boston,Male,55,96062,No
120598,Boston,Male,46,117592,Yes
120599,Boston,Female,50,84698,No
120600,Boston,Female,42,86800,No
120601,Boston,Female,49,93577,No
120602,Boston,Male,39,95012,No
120603,Boston,Female,56,98086,No
120604,Boston,Female,38,92453,Yes
120605,Boston,Female,58,83461,No
120606,Boston,Male,63,101190,Yes
120607,Boston,Male,31,108008,Yes
120608,Boston,Male,35,97664,No
120609,Boston,Male,58,98672,No
120610,Boston,Male,47,93842,No
120611,Boston,Male,44,75920,No
120612,Boston,Female,48,95702,Yes
120613,Boston,Male,43,81351,No
120614,Boston,Female,60,93156,No
120615,Boston,Female,61,72174,Yes
120616,Boston,Male,64,103121,No
120617,Boston,Female,55,78897,No
120618,Boston,Male,45,84874,No
120619,Boston,Male,47,103679,No
120620,Boston,Male,53,102730,No
120621,Boston,Female,35,80880,No
120622,Boston,Male,28,96869,Yes
120623,Boston,Male,45,96397,No
120624,Boston,Female,53,93670,No
120625,Boston,Female,56,98019,No
120626,Boston,Male,60,96492,No
120627,Boston,Female,30,89527,No
120628,Boston,Male,37,100882,Yes
120629,Boston,Female,46,76804,No
120630,Boston,Female,43,92458,No
120631,Boston,Male,41,114965,No
120632,Boston,Female,55,84620,No
120633,Boston,Female,34,95596,No
120634,Boston,Male,51,87014,No
120635,Boston,Female,42,74760,No
120636,Boston,Male,32,107083,No
120637,Boston,Female,42,90558,Yes
120638,Boston,Male,50,95292,No
120639,Boston,Female,50,103475,Yes
120640,Boston,Female,46,97732,No
120641,Boston,Female,60,99029,No
120642,Boston,Female,46,85969,No
120643,Boston,Male,28,105520,No
120644,Boston,Female,30,71531,No
120645,Boston,Female,59,96504,No
120646,Boston,Female,64,80818,No
120647,Boston,Female,30,75134,No
120648,Boston,Male,62,102358,No
120649,Boston,Female,43,85910,No
120650,Boston,Female,43,82344,No
120651,Boston,Female,63,82048,No
120652,Boston,Male,26,91599,No
120653,Boston,Female,45,78793,No
120654,Boston,Male,44,97482,No
120655,Boston,Female,53,91999,Yes
120656,Boston,Female,50,109865,No
120657,Boston,Female,27,77684,No
120658,Boston,Male,26,94200,Yes
120659,Boston,Male,35,99259,No
120660,Boston,Female,32,72563,No
120661,Boston,Male,64,94886,No
120662,Boston,Female,41,82952,No
120663,Boston,Male,41,105205,No
120664,Boston,Male,64,98934,No
120665,Boston,Male,39,91974,No
120666,Boston,Female,43,83552,No
120667,Boston,Female,64,97617,No
120668,Boston,Female,37,82811,No
120669,Boston,Male,64,99245,No
120670,Boston,Female,50,88825,No
120671,Boston,Male,32,88536,No
120672,Boston,Female,36,99450,No
120673,Boston,Female,45,86546,No
120674,Boston,Female,56,91610,No
120675,Boston,Male,51,98569,No
120676,Boston,Male,38,78944,No
120677,Boston,Female,27,86682,No
120678,Boston,Female,42,96861,No
120679,Boston,Male,55,95391,No
120680,Boston,Male,54,89006,No
120681,Boston,Male,33,104494,No
120682,Boston,Female,61,79873,No
120683,Boston,Female,45,85907,No
120684,Boston,Female,60,80910,No
120685,Boston,Male,42,86537,No
120686,Boston,Female,53,79395,No
120687,Boston,Female,29,62730,No
120688,Boston,Male,28,82588,No
120689,Boston,Female,38,90187,No
120690,Boston,Female,59,74951,No
120691,Boston,Female,56,92049,No
120692,Boston,Female,57,76360,No
120693,Boston,Female,34,82996,No
120694,Boston,Female,33,91622,No
120695,Boston,Female,27,104700,No
120696,Boston,Female,63,89725,No
120697,Boston,Female,57,97070,No
120698,Boston,Female,40,81053,No
120699,Boston,Male,43,109011,No
120700,Boston,Female,32,90389,No
120701,Boston,Female,27,89049,No
120702,Boston,Male,30,84397,No
120703,Boston,Female,53,97597,No
120704,Boston,Female,52,73387,Yes
120705,Boston,Male,52,86791,No
120706,Boston,Male,61,88478,No
120707,Boston,Female,57,84981,No
120708,Boston,Female,52,88554,No
120709,Boston,Female,27,88691,No
120710,Boston,Female,56,82713,No
120711,Boston,Male,58,99468,No
120712,Boston,Female,47,94920,No
120713,Boston,Female,49,77095,No
120714,Boston,Female,41,81347,No
120715,Boston,Female,36,88752,Yes
120716,Boston,Male,56,96510,No
120717,Boston,Male,55,108352,No
120718,Boston,Female,38,101914,No
120719,Boston,Male,59,93330,No
120720,Boston,Male,32,83380,Yes
120721,Boston,Male,56,91682,No
120722,Boston,Male,31,91910,No
120723,Boston,Female,27,81128,No
120724,Boston,Female,51,73112,No
120725,Boston,Male,40,102020,No
120726,Boston,Male,39,98752,No
120727,Boston,Female,43,75833,No
120728,Boston,Female,62,73517,Yes
120729,Boston,Male,63,89441,No
120730,Boston,Male,38,110351,No
120731,Boston,Female,39,70472,No
120732,Boston,Female,37,70235,No
120733,Boston,Male,32,93559,No
120734,Boston,Male,59,100231,No
120735,Boston,Male,56,94860,No
120736,Boston,Male,29,114082,No
120737,Boston,Male,51,111419,No
120738,Boston,Male,60,111125,No
120739,Boston,Female,64,88794,No
120740,Boston,Female,50,75767,No
120741,Boston,Female,44,73487,No
120742,Boston,Male,26,79863,No
120743,Boston,Male,37,98369,No
120744,Boston,Male,36,101207,No
120745,Boston,Male,46,88471,Yes
120746,Boston,Female,41,68574,No
120747,Boston,Male,40,94560,No
120748,Boston,Male,48,76012,No
120749,Boston,Male,49,92347,No
120750,Boston,Female,46,82471,Yes
120751,Boston,Male,28,106711,No
120752,Boston,Female,40,63627,No
120753,Boston,Male,64,87251,No
120754,Boston,Male,61,76731,No
120755,Boston,Male,47,74376,No
120756,Boston,Female,37,96838,No
120757,Boston,Male,50,99002,No
120758,Boston,Male,31,103802,No
120759,Boston,Male,47,108053,No
120760,Boston,Male,30,109920,No
120761,Boston,Male,58,92936,No
120762,Boston,Female,31,90331,No
120763,Boston,Female,54,88538,No
120764,Boston,Male,46,99422,No
120765,Boston,Female,36,104297,Yes
120766,Boston,Male,49,116209,No
120767,Boston,Male,35,77172,No
120768,Boston,Female,32,76642,No
120769,Boston,Female,41,91932,No
120770,Boston,Male,64,96227,No
120771,Boston,Male,33,100237,No
120772,Boston,Male,62,108852,No
120773,Boston,Male,46,92958,Yes
120774,Boston,Male,55,97175,Yes
120775,Boston,Male,36,102020,No
120776,Boston,Male,61,96265,Yes
120777,Boston,Female,64,79679,No
120778,Boston,Male,34,101587,No
120779,Boston,Female,55,104398,No
120780,Boston,Female,62,73808,No
120781,Boston,Female,30,74355,No
120782,Boston,Female,60,90399,No
120783,Boston,Male,42,116020,No
120784,Boston,Male,46,102537,No
120785,Boston,Female,53,86771,No
120786,Boston,Male,61,77962,No
120787,Boston,Male,33,88035,No
120788,Boston,Male,30,89488,No
120789,Boston,Male,31,104131,No
120790,Boston,Male,57,94636,No
120791,Boston,Male,37,112796,Yes
120792,Boston,Male,34,67444,No
120793,Boston,Female,52,83342,No
120794,Boston,Female,46,78197,No
120795,Boston,Female,55,77938,No
120796,Boston,Female,47,90241,No
120797,Boston,Male,61,84063,No
120798,Boston,Male,44,95339,No
120799,Boston,Male,34,100631,No
120800,Boston,Male,37,82509,Yes
120801,Boston,Female,52,76258,No
120802,Boston,Female,27,98490,No
120803,Boston,Female,44,93314,No
120804,Boston,Female,44,83442,No
120805,Boston,Female,29,77997,No
120806,Boston,Female,36,101425,Yes
120807,Boston,Female,56,76782,No
120808,Boston,Male,47,101568,No
120809,Boston,Male,27,94089,No
120810,Boston,Male,56,101310,No
120811,Boston,Male,36,89636,No
120812,Boston,Female,27,66850,No
120813,Boston,Male,43,89200,No
120814,Boston,Female,56,99058,No
120815,Boston,Male,53,97282,No
120816,Boston,Male,26,81003,No
120817,Boston,Male,52,85095,No
120818,Boston,Male,27,110690,No
120819,Boston,Female,59,80709,No
120820,Boston,Male,36,107453,Yes
120821,Boston,Female,63,77225,No
120822,Boston,Male,32,101324,No
120823,Boston,Female,38,87623,No
120824,Boston,Female,52,77594,No
120825,Boston,Male,64,104398,No
120826,Boston,Male,55,95408,No
120827,Boston,Male,48,105865,No
120828,Boston,Female,28,74991,No
120829,Boston,Male,43,73935,No
120830,Boston,Male,30,97715,No
120831,Boston,Female,57,89837,No
120832,Boston,Male,53,108940,No
120833,Boston,Male,56,91380,Yes
120834,Boston,Male,38,76160,No
120835,Boston,Female,62,81799,No
120836,Boston,Female,52,92632,No
120837,Boston,Male,28,105955,No
120838,Boston,Male,33,112182,No
120839,Boston,Male,56,95831,No
120840,Boston,Female,48,74754,No
120841,Boston,Female,41,84280,No
120842,Boston,Male,64,102522,Yes
120843,Boston,Male,43,90612,No
120844,Boston,Male,59,93752,Yes
120845,Boston,Female,54,95894,No
120846,Boston,Male,44,113781,No
120847,Boston,Male,54,98444,No
120848,Boston,Male,43,83415,No
120849,Boston,Female,35,92488,No
120850,Boston,Female,30,88356,No
120851,Boston,Female,36,89086,No
120852,Boston,Male,29,112006,No
120853,Boston,Female,37,101828,No
120854,Boston,Male,59,80219,No
120855,Boston,Female,27,73716,No
120856,Boston,Male,53,95414,No
120857,Boston,Male,50,77433,No
120858,Boston,Female,27,75021,No
120859,Boston,Female,38,85911,No
120860,Boston,Male,61,85456,No
120861,Boston,Male,32,75615,No
120862,Boston,Female,33,98312,No
120863,Boston,Female,28,92283,No
120864,Boston,Male,61,90595,No
120865,Boston,Female,45,76909,No
120866,Boston,Female,30,105910,No
120867,Boston,Female,43,94952,No
120868,Boston,Male,56,97255,No
120869,Boston,Female,32,93633,No
120870,Boston,Male,31,94984,No
120871,Boston,Male,46,101230,No
120872,Boston,Male,63,99132,No
120873,Boston,Male,63,109885,No
120874,Boston,Female,49,71970,No
120875,Boston,Male,60,75463,No
120876,Boston,Male,35,90585,No
120877,Boston,Male,54,84510,No
120878,Boston,Male,61,96769,No
120879,Boston,Female,47,77399,No
120880,Boston,Female,43,82947,No
120881,Boston,Female,55,89991,No
120882,Boston,Male,43,111521,Yes
120883,Boston,Male,62,91259,No
120884,Boston,Male,50,101700,No
120885,Boston,Female,50,90140,No
120886,Boston,Female,46,94883,No
120887,Boston,Female,48,84088,No
120888,Boston,Male,46,90028,No
120889,Boston,Male,26,88037,No
120890,Boston,Male,43,76283,No
120891,Boston,Male,26,100492,No
120892,Boston,Male,45,71421,Yes
120893,Boston,Male,34,102190,No
120894,Boston,Female,41,96632,Yes
120895,Boston,Male,31,97537,No
120896,Boston,Male,36,99691,No
120897,Boston,Male,64,87151,No
120898,Boston,Female,36,88135,No
120899,Boston,Female,51,103690,No
120900,Boston,Male,29,101638,No
120901,Boston,Female,47,95842,No
120902,Boston,Female,57,78930,No
120903,Boston,Female,35,89716,No
120904,Boston,Male,41,107364,No
120905,Boston,Male,37,107681,No
120906,Boston,Male,46,90997,No
120907,Boston,Female,35,91371,No
120908,Boston,Male,31,100976,Yes
120909,Boston,Female,27,74495,No
120910,Boston,Female,64,85974,No
120911,Boston,Male,42,95052,No
120912,Boston,Male,46,84410,No
120913,Boston,Male,39,91430,No
120914,Boston,Female,37,80086,Yes
120915,Boston,Female,56,90479,No
120916,Boston,Male,58,89774,No
120917,Boston,Male,34,73226,No
120918,Boston,Female,28,75586,No
120919,Boston,Male,46,93459,No
120920,Boston,Male,64,90046,No
120921,Boston,Female,63,85862,No
120922,Boston,Male,50,90776,No
120923,Boston,Male,56,88185,No
120924,Boston,Male,48,95953,No
120925,Boston,Female,53,96723,No
120926,Boston,Female,57,94533,No
120927,Boston,Female,27,82648,No
120928,Boston,Female,26,78973,No
120929,Boston,Female,56,93812,No
120930,Boston,Male,52,102181,No
120931,Boston,Male,61,96831,No
120932,Boston,Male,33,114459,No
120933,Boston,Female,48,80111,No
120934,Boston,Female,54,94568,No
120935,Boston,Male,51,108407,No
120936,Boston,Female,58,74226,No
120937,Boston,Female,37,107489,No
120938,Boston,Male,43,120899,No
120939,Boston,Female,42,92083,Yes
120940,Boston,Female,32,65811,No
120941,Boston,Female,30,93896,No
120942,Boston,Female,48,110550,No
120943,Boston,Male,25,92053,No
120944,Boston,Male,50,108815,No
120945,Boston,Male,41,102506,No
120946,Boston,Male,55,84881,No
120947,Boston,Female,45,85232,No
120948,Boston,Male,61,105971,Yes
120949,Boston,Female,61,94892,No
120950,Boston,Female,32,106362,No
120951,Boston,Male,55,97192,No
120952,Boston,Male,39,83931,No
120953,Boston,Male,59,76951,No
120954,Boston,Male,41,89799,No
120955,Boston,Male,41,84571,No
120956,Boston,Male,41,89724,No
120957,Boston,Female,53,79470,No
120958,Boston,Female,52,91940,No
120959,Boston,Female,58,76317,Yes
120960,Boston,Female,39,89927,No
120961,Boston,Female,29,92108,No
120962,Boston,Female,61,94497,No
120963,Boston,Female,49,81344,No
120964,Boston,Female,44,64435,No
120965,Boston,Male,50,84469,No
120966,Boston,Male,64,96621,No
120967,Boston,Male,47,97713,No
120968,Boston,Female,43,89596,No
120969,Boston,Male,43,103583,No
120970,Boston,Female,61,94116,No
120971,Boston,Male,47,101211,No
120972,Boston,Female,33,81656,No
120973,Boston,Male,42,94345,No
120974,Boston,Male,40,97169,No
120975,Boston,Male,27,98156,No
120976,Boston,Male,25,87044,No
120977,Boston,Female,33,86392,No
120978,Boston,Female,50,83659,No
120979,Boston,Female,53,92504,Yes
120980,Boston,Female,32,89230,No
120981,Boston,Female,50,85067,No
120982,Boston,Female,32,87512,No
120983,Boston,Male,62,90085,No
120984,Boston,Female,62,64371,No
120985,Boston,Female,30,80172,No
120986,Boston,Male,58,101390,No
120987,Boston,Male,63,75134,No
120988,Boston,Female,52,89853,No
120989,Boston,Male,49,99457,No
120990,Boston,Male,49,108403,No
120991,Boston,Female,47,93174,No
120992,Boston,Female,48,84848,No
120993,Boston,Male,51,103767,Yes
120994,Boston,Female,28,89694,No
120995,Boston,Male,37,96515,No
120996,Boston,Male,40,96621,No
120997,Boston,Male,31,83663,No
120998,Boston,Female,37,89550,No
120999,Boston,Female,60,77910,No
121000,Boston,Male,31,81616,No
121001,Boston,Male,62,95597,No
121002,Boston,Female,58,89333,No
121003,Boston,Male,39,96738,No
121004,Boston,Male,46,103751,No
121005,Boston,Male,35,112702,No
121006,Boston,Female,46,85991,No
121007,Boston,Female,38,96255,No
121008,Boston,Male,65,108592,No
121009,Boston,Female,65,88360,No
121010,Boston,Male,26,102477,No
121011,Boston,Female,51,85700,No
121012,Boston,Female,63,85713,No
121013,Boston,Male,40,80813,No
121014,Boston,Female,36,68800,No
121015,Boston,Female,65,86631,Yes
121016,Boston,Female,29,85931,No
121017,Boston,Male,37,100537,No
121018,Boston,Male,35,82149,No
121019,Boston,Male,59,84580,No
121020,Boston,Female,37,98983,No
121021,Boston,Female,44,91116,No
121022,Boston,Male,50,94669,No
121023,Boston,Male,52,107949,No
121024,Boston,Male,54,90532,No
121025,Boston,Male,42,84174,No
121026,Boston,Male,63,94319,No
121027,Boston,Male,28,115471,No
121028,Boston,Male,30,96463,No
121029,Boston,Female,59,93365,No
121030,Boston,Male,64,99838,No
121031,Boston,Male,36,107490,No
121032,Boston,Female,63,104916,No
121033,Boston,Male,38,103691,No
121034,Boston,Female,52,86687,No
121035,Boston,Male,36,106301,Yes
121036,Boston,Female,34,95173,No
121037,Boston,Female,33,75951,No
121038,Boston,Male,35,70431,No
121039,Boston,Male,56,87231,No
121040,Boston,Female,46,76080,No
121041,Boston,Female,54,83882,No
121042,Boston,Male,64,89801,No
121043,Boston,Female,64,90874,No
121044,Boston,Female,64,74139,No
121045,Boston,Male,40,100185,No
121046,Boston,Male,45,91668,No
121047,Boston,Male,57,97728,Yes
121048,Boston,Female,36,91686,Yes
121049,Boston,Female,56,89687,No
121050,Boston,Female,45,86125,Yes
121051,Boston,Male,51,83077,No
121052,Boston,Male,41,97762,No
121053,Boston,Female,64,75615,No
121054,Boston,Male,48,94645,No
121055,Boston,Male,31,94048,No
121056,Boston,Male,31,113050,No
121057,Boston,Female,60,105411,No
121058,Boston,Male,50,97451,Yes
121059,Boston,Male,37,86046,No
121060,Boston,Female,46,90810,No
121061,Boston,Male,54,106031,No
121062,Boston,Male,30,89484,No
121063,Boston,Male,57,109843,Yes
121064,Boston,Male,40,103025,No
121065,Boston,Female,32,86286,No
121066,Boston,Male,42,108662,No
121067,Boston,Female,28,86328,No
121068,Boston,Male,28,104707,No
121069,Boston,Female,57,64326,No
121070,Boston,Male,45,97293,No
121071,Boston,Male,56,80735,No
121072,Boston,Female,40,94383,No
121073,Boston,Female,59,82715,No
121074,Boston,Female,65,87497,No
121075,Boston,Male,34,105403,No
121076,Boston,Male,62,83388,No
121077,Boston,Male,53,97982,No
121078,Boston,Female,51,85756,No
121079,Boston,Male,36,98641,No
121080,Boston,Female,55,80226,No
121081,Boston,Male,40,81096,No
121082,Boston,Female,61,81963,No
121083,Boston,Male,37,91094,No
121084,Boston,Female,43,99768,No
